# -b
-130.000000	53.869880
-130.004985	53.869547
-130.015253	53.870427
-130.023467	53.873654
-130.031681	53.876294
-130.038428	53.879814
-130.044882	53.883041
-130.050162	53.886855
-130.053976	53.891255
-130.056322	53.896242
-130.060136	53.900349
-130.065416	53.904163
-130.066883	53.907976
-130.069523	53.912670
-130.071870	53.917364
-130.074217	53.922351
-130.079497	53.926164
-130.083311	53.930271
-130.088591	53.934085
-130.093872	53.938192
-130.099152	53.942005
-130.101499	53.946699
-130.097979	53.951099
-130.091525	53.954033
-130.085951	53.958140
-130.083898	53.964300
-130.086245	53.968994
-130.088591	53.973688
-130.089472	53.978968
-130.090352	53.984248
-130.090058	53.989822
-130.087711	53.995689
-130.085951	54.001850
-130.082431	54.008597
-130.079204	54.015051
-130.078617	54.020624
-130.080964	54.025611
-130.083311	54.030305
-130.084191	54.035292
-130.086538	54.039986
-130.087418	54.045266
-130.088298	54.050547
-130.089472	54.055534
-130.090352	54.060814
-130.091525	54.066094
-130.090938	54.071668
-130.087125	54.078415
-130.083898	54.084869
-130.080671	54.091323
-130.080084	54.096897
-130.079497	54.102470
-130.078911	54.108337
-130.076857	54.114498
-130.073337	54.120952
-130.069230	54.126525
-130.065123	54.132099
-130.060136	54.137086
-130.055736	54.142660
-130.051629	54.148527
-130.046642	54.153221
-130.039895	54.156447
-130.035494	54.155567
-130.025814	54.152927
-130.017893	54.152634
-130.008212	54.152341
-130.000000	54.151843
# -b
-130.000000	54.185871
-130.002639	54.184023
-130.008799	54.180796
-130.015546	54.177862
-130.022880	54.175516
-130.030801	54.174049
-130.037548	54.173169
-130.046055	54.172582
-130.056616	54.173755
-130.067763	54.175809
-130.077151	54.176102
-130.083898	54.173169
-130.089472	54.169062
-130.093872	54.163195
-130.097979	54.157914
-130.104433	54.154394
-130.113233	54.153807
-130.122914	54.154394
-130.131128	54.157328
-130.134941	54.161435
-130.140222	54.165248
-130.145502	54.169062
-130.150783	54.173169
-130.156063	54.176982
-130.161637	54.180503
-130.168384	54.184023
-130.175131	54.187543
-130.183345	54.190183
-130.191559	54.193410
-130.201240	54.195757
-130.210920	54.198397
-130.221481	54.199571
-130.231748	54.200451
-130.242016	54.201624
-130.251696	54.201917
-130.261964	54.203091
-130.273111	54.205144
-130.278685	54.208958
-130.279565	54.214238
-130.280445	54.219519
-130.282792	54.224212
-130.283965	54.229199
-130.286019	54.233893
-130.285726	54.239760
-130.279859	54.243574
-130.271938	54.245041
-130.263137	54.245627
-130.254923	54.246801
-130.248470	54.250028
-130.242016	54.253254
-130.235269	54.256481
-130.227935	54.258535
-130.220014	54.260002
-130.210627	54.259708
-130.202120	54.257068
-130.195666	54.260002
-130.196546	54.265282
-130.203293	54.268509
-130.212974	54.271149
-130.223534	54.272322
-130.231748	54.274963
-130.235562	54.279363
-130.238202	54.284057
-130.238789	54.289044
-130.238496	54.294911
-130.236442	54.301071
-130.236149	54.306645
-130.238202	54.311339
-130.240842	54.316032
-130.244656	54.320433
-130.248470	54.324833
-130.252577	54.328940
-130.256390	54.333340
-130.260204	54.337447
-130.261084	54.342728
-130.259030	54.348888
-130.254923	54.354462
-130.249936	54.359449
-130.244949	54.364142
-130.241722	54.370890
-130.239669	54.377050
-130.240549	54.382037
-130.241722	54.387317
-130.241136	54.392891
-130.244949	54.397291
-130.250230	54.400812
-130.252870	54.398465
-130.254630	54.392598
-130.255217	54.386731
-130.258737	54.380277
-130.260497	54.374116
-130.264311	54.367369
-130.267538	54.361209
-130.271058	54.354462
-130.275752	54.349768
-130.282499	54.346248
-130.291299	54.345954
-130.299513	54.344488
-130.306554	54.342141
-130.314181	54.340087
-130.320635	54.336860
-130.326502	54.332753
-130.332662	54.329820
-130.340876	54.328353
-130.348797	54.326886
-130.359358	54.328060
-130.368452	54.329820
-130.375199	54.333047
-130.383413	54.331580
-130.391333	54.330407
-130.398960	54.332167
