      6.23500     -683.992      187.417
      6.27278     -641.718      221.353
      6.31083     -540.678      198.975
      6.34861     -560.041      267.786
      6.38667     -547.056      276.935
      6.42444     -565.348      294.920
      6.46250     -572.483      306.680
      6.50028     -616.761      250.049
      6.53806     -580.950      270.854
      6.57611     -481.218      336.800
      6.71389     -483.879      336.255
      6.75167     -486.853      447.259
      6.78972     -419.273      547.883
      6.82750     -418.923      526.471
      6.86556     -385.836      389.973
      6.90333     -412.713      422.338
      6.94139     -404.951      477.741
      6.97917     -419.543      418.429
      7.01722     -371.012      389.724
      7.05500     -385.401      382.208
      7.19278     -260.811      481.902
      7.23056     -317.470      463.456
      7.26861     -369.260      359.273
      7.30639     -345.122      373.017
      7.34444     -256.689      536.945
      7.38222     -263.881      436.382
      7.42028     -265.490      422.753
      7.45833     -350.387      489.924
      7.49611     -250.273      625.425
      7.53417     -194.174      602.648
      7.67194     -576.565      440.158
      7.70972     -455.967      468.004
      7.74778     -430.645      497.456
      7.78556     -393.889      454.570
      7.82361     -470.134      435.534
      7.86139     -401.198      293.813
      7.89944     -396.066      169.379
      7.93722     -546.883     -54.4679
      7.97528     -532.053     -42.1395
      8.01306     -483.898     -64.5634
      8.15083     -457.886     -46.8179
      8.18889     -390.181     -120.942
      8.22667     -374.295     -248.644
      8.26472     -269.578     -313.905
      8.30250     -310.219     -323.592
      8.34056     -426.971     -411.354
      8.37833     -396.871     -403.209
      8.41639     -419.729     -272.009
      8.45417     -448.749     -354.288
      8.49222     -397.892     -375.809
      8.63000     -340.682     -420.625
      8.66778     -242.443     -276.911
      8.70583     -236.179     -220.171
      8.74361     -211.599     -247.947
      8.78167     -227.306     -300.347
      8.81944     -185.596     -261.640
      8.85750     -251.691     -247.682
      8.89528     -170.460     -353.280
      8.93333     -317.435     -466.247
      8.97111     -259.760     -463.258
      9.10889     -272.299     -287.912
      9.14667     -311.593     -338.737
      9.18472     -287.082     -478.279
      9.22250     -232.104     -422.077
      9.26056     -190.055     -271.197
      9.29833     -194.548     -389.813
      9.33639     -173.854     -448.673
      9.37417     -175.518     -593.399
      9.41222     -236.700     -709.969
      9.45000     -253.880     -614.484
      9.58750     -78.8163     -467.021
      9.62556     -69.2638     -494.783
      9.66333     -113.618     -547.898
      9.70139     -151.666     -566.463
      9.73917     -122.623     -604.462
      9.77694     -105.894     -567.750
      9.81500     -195.687     -692.872
      9.85306     -97.8849     -600.426
      9.89083     -90.9178     -658.514
      9.92861     -86.3849     -578.233
      10.0664     -183.027     -845.149
      10.1042     -127.984     -736.609
      10.1422     -37.9806     -723.128
      10.1800     -28.4388     -600.854
      10.2181     -127.950     -427.083
      10.2558     -109.835     -426.636
      10.2939     -173.292     -370.574
      10.3317     -261.898     -290.658
      10.3697     -293.607     -254.402
      10.4078     -99.4701     -180.651
      10.5453     -214.048     -285.374
      10.5833     -318.558     -433.139
      10.6211     -168.821     -500.279
      10.6592     -116.347     -589.029
      10.6969     -236.597     -512.797
      10.7350     -106.034     -451.767
      10.7728      69.6603     -421.808
      10.8108      65.5602     -383.547
      10.8489      167.708     -349.636
      10.8867      229.052     -249.897
      11.0242      259.230      103.790
      11.0622      230.544      311.208
      11.1000      114.182      55.2171
      11.1381      10.7962     -81.6687
      11.1758     -24.7799     -40.3316
      11.2139      57.7855     -34.8441
      11.2517      51.3587     -94.2381
      11.2897     -70.8131     -446.313
      11.3275     -40.7945     -687.741
      11.3656     -94.0777     -662.887
      11.5031     -47.6137     -538.467
      11.5411     -35.2359     -538.898
      11.5789     -58.5029     -504.111
      11.6169      28.9712     -556.865
      11.6547      3.61379     -728.705
      11.6928     -24.0383     -756.104
      11.7306      1.98496     -825.438
      11.7686      84.9000     -720.872
      11.8067      116.075     -604.631
      11.8444      82.4370     -575.952
      11.9822     -50.2681     -432.122
      12.0200     -28.4794     -529.415
      12.0581      30.3364     -678.949
      12.0958     -72.4951     -625.360
      12.1339     -50.3578     -568.240
      12.1719      14.9680     -587.916
      12.2097     -11.4169     -642.210
      12.2478     -91.3739     -627.758
      12.2856     -5.84556     -775.841
      12.3236      55.0722     -712.800
      12.4614      10.0424     -476.760
      12.4992     -28.8383     -579.738
      12.5372      32.5290     -611.982
      12.5750     -82.5620     -618.129
      12.6131     -178.431     -656.834
      12.6508     -158.083     -669.754
      12.6889     -57.7793     -752.417
      12.7267      82.7494     -821.542
      12.7647     -51.5327     -723.426
      12.8025     -64.8164     -657.437
      12.9403     -69.8031     -550.082
      12.9783     -57.7839     -529.337
      13.0161     -57.4382     -446.483
      13.0542     -102.368     -396.642
      13.0919     -133.368     -381.349
      13.1300     -90.9645     -377.172
      13.1678     -20.0333     -400.406
      13.2058     -22.8782     -464.036
      13.2436     -119.460     -481.173
