     -1.48800     0.000000
     -1.48800     0.000000
     -1.48800     0.000000
     -1.46275 6.346015e-02
     -1.37500      3.75759
     -1.25000      141.239
     -1.12500      1641.87
     -1.00000      6431.28
    -0.875000      11467.0
    -0.750000      13903.6
    -0.625000      15786.1
    -0.500000      19217.8
    -0.375000      24333.6
    -0.250000      33954.0
    -0.125000      55904.7
 1.378357e-07      72810.4
     0.125000      55904.6
     0.250000      33953.9
     0.375000      24333.6
     0.500000      19217.8
     0.625000      15786.1
     0.750000      13903.6
     0.875000      11466.9
      1.00000      6431.26
      1.12500      1641.86
      1.25000      141.236
      1.37500      3.75751
      1.46275 6.345835e-02
      1.48800     0.000000
      1.48800     0.000000
