     -1.48800     0.000000
     -1.48800     0.000000
     -1.48800     0.000000
     -1.46275 8.236104e-03
     -1.37500     0.490374
     -1.25000      18.6065
     -1.12500      219.510
     -1.00000      872.754
    -0.875000      1545.50
    -0.750000      1774.05
    -0.625000      1855.09
    -0.500000      2175.52
    -0.375000      2737.41
    -0.250000      3583.17
    -0.125000      5692.49
 1.378357e-07      10051.5
     0.125000      11825.6
     0.250000      7863.87
     0.375000      4448.83
     0.500000      3115.02
     0.625000      2445.65
     0.750000      1950.33
     0.875000      1556.17
      1.00000      870.022
      1.12500      216.247
      1.25000      18.0362
      1.37500     0.469138
      1.46275 7.810081e-03
      1.48800     0.000000
      1.48800     0.000000
