     -1.48800     0.000000
     -1.48800     0.000000
     -1.48800     0.000000
     -1.48800     0.000000
     -1.48800     0.000000
     -1.48800     0.000000
     -1.47838 7.473983e-03
     -1.43750 5.351026e-02
     -1.37500     0.672770
     -1.31250      5.24770
     -1.25000      31.8737
     -1.18750      137.219
     -1.12500      424.041
     -1.06250      1024.31
     -1.00000      1831.44
    -0.937500      2673.50
    -0.875000      3280.88
    -0.812500      3654.08
    -0.750000      3918.92
    -0.687500      4142.92
    -0.625000      4392.68
    -0.562500      4726.85
    -0.500000      5221.37
    -0.437500      5961.96
    -0.375000      6869.39
    -0.312500      8169.21
    -0.250000      10428.0
    -0.187500      14368.1
    -0.125000      20605.3
-6.250001e-02      26545.6
-3.539026e-08      29253.4
 6.249997e-02      26545.5
     0.125000      20605.2
     0.187500      14368.1
     0.250000      10428.0
     0.312500      8169.19
     0.375000      6869.38
     0.437500      5961.95
     0.500000      5221.36
     0.562500      4726.84
     0.625000      4392.68
     0.687500      4142.92
     0.750000      3918.92
     0.812500      3654.08
     0.875000      3280.88
     0.937500      2673.50
      1.00000      1831.43
      1.06250      1024.30
      1.12500      424.037
      1.18750      137.217
      1.25000      31.8731
      1.31250      5.24757
      1.37500     0.672753
      1.43750 5.350897e-02
      1.47838 7.473789e-03
      1.48800     0.000000
      1.48800     0.000000
      1.48800     0.000000
      1.48800     0.000000
      1.48800     0.000000
