     -1.48800     0.000000
     -1.48800     0.000000
     -1.48800     0.000000
     -1.48800     0.000000
     -1.48800     0.000000
     -1.48800     0.000000
     -1.47838 2.031603e-02
     -1.43750     0.145399
     -1.37500      1.82666
     -1.31250      14.2344
     -1.25000      86.3524
     -1.18750      371.324
     -1.12500      1146.99
     -1.06250      2775.38
     -1.00000      4989.29
    -0.937500      7359.84
    -0.875000      9137.19
    -0.812500      10212.0
    -0.750000      10834.9
    -0.687500      11322.4
    -0.625000      12084.8
    -0.562500      13318.2
    -0.500000      14962.8
    -0.437500      17022.1
    -0.375000      19327.5
    -0.312500      22538.1
    -0.250000      27671.8
    -0.187500      35855.9
    -0.125000      48196.6
-6.250001e-02      59768.3
-3.539026e-08      65026.8
 6.249997e-02      59768.2
     0.125000      48196.5
     0.187500      35855.8
     0.250000      27671.8
     0.312500      22538.1
     0.375000      19327.5
     0.437500      17022.0
     0.500000      14962.8
     0.562500      13318.2
     0.625000      12084.8
     0.687500      11322.4
     0.750000      10834.8
     0.812500      10212.0
     0.875000      9137.18
     0.937500      7359.82
      1.00000      4989.26
      1.06250      2775.36
      1.12500      1146.98
      1.18750      371.319
      1.25000      86.3509
      1.31250      14.2341
      1.37500      1.82661
      1.43750     0.145395
      1.47838 2.031549e-02
      1.48800     0.000000
      1.48800     0.000000
      1.48800     0.000000
      1.48800     0.000000
      1.48800     0.000000
