     -1.48800     0.000000
     -1.48800     0.000000
     -1.48800     0.000000
     -1.46275 1.782588e-02
     -1.37500      1.05879
     -1.25000      40.0211
     -1.12500      468.789
     -1.00000      1841.94
    -0.875000      3248.84
    -0.750000      3911.29
    -0.625000      4401.11
    -0.500000      5260.78
    -0.375000      6921.96
    -0.250000      10641.2
    -0.125000      20499.2
 1.378357e-07      28568.0
     0.125000      20499.1
     0.250000      10641.2
     0.375000      6921.95
     0.500000      5260.78
     0.625000      4401.11
     0.750000      3911.28
     0.875000      3248.84
      1.00000      1841.94
      1.12500      468.785
      1.25000      40.0203
      1.37500      1.05877
      1.46275 1.782537e-02
      1.48800     0.000000
      1.48800     0.000000
