     -1.48800     0.000000
     -1.48800     0.000000
     -1.48800     0.000000
     -1.48800     0.000000
     -1.48800     0.000000
     -1.48800     0.000000
     -1.47838 2.661788e-02
     -1.43750     0.190395
     -1.37500      2.38954
     -1.31250      18.5971
     -1.25000      112.611
     -1.18750      482.963
     -1.12500      1486.54
     -1.06250      3577.79
     -1.00000      6389.96
    -0.937500      9360.11
    -0.875000      11577.6
    -0.812500      12985.4
    -0.750000      13935.0
    -0.687500      14715.9
    -0.625000      15736.1
    -0.562500      17206.9
    -0.500000      19127.6
    -0.437500      21544.3
    -0.375000      24204.1
    -0.312500      27797.8
    -0.250000      33524.7
    -0.187500      42655.6
    -0.125000      56194.4
-6.250001e-02      68633.3
-3.539026e-08      74220.5
 6.249997e-02      68633.2
     0.125000      56194.3
     0.187500      42655.5
     0.250000      33524.6
     0.312500      27797.8
     0.375000      24204.0
     0.437500      21544.3
     0.500000      19127.6
     0.562500      17206.9
     0.625000      15736.1
     0.687500      14715.9
     0.750000      13935.0
     0.812500      12985.4
     0.875000      11577.6
     0.937500      9360.08
      1.00000      6389.92
      1.06250      3577.77
      1.12500      1486.53
      1.18750      482.957
      1.25000      112.609
      1.31250      18.5966
      1.37500      2.38948
      1.43750     0.190391
      1.47838 2.661719e-02
      1.48800     0.000000
      1.48800     0.000000
      1.48800     0.000000
      1.48800     0.000000
      1.48800     0.000000
