VITMO ModelWeb Browser Results
/iri 2007/ model listing

*Required input parameters*
Year= 2004., Month= 01, Day= 01, Hour=20.,
Time_type = Local
Coordinate_type = Geographic
Latitude= 50., Longitude= 40., Height= 60.
Prof. parameters: Start= 80. Stop= 2000. Step= 5.

*Optional input parameters:*
Sunspot number(Rz12) =not specifyed
Ionospheric index(IG12) =-50.
Upper limit for Electron content = not specifyed
F peak model = URSI
Ne Topside = NeQuick
foF2 Storm model = on
Bottomside Thickness = B0 Table
F1 occurrence probability = Scotto-1997 no L
D-Region Ne = FPT-2000
Topside Te = IRI-95
Ion Composition = DS95/TT05
/A value of -1 indicates that the parameter is not available for the
specified range/
/TEC=-1, means you have not entered an upper boundary height in the
OPTIONAL INPUT section./

   Selected parameters are:
1 Height, km
2 Electron_density_Ne, m-3
3 Ratio_of_Ne_to_NmF2
4 O_ions, %
5 N_ions, %
6 H_ions, %
7 He_ions, %
8 O2_ions, %
9 NO_ions, %

       1            2      3     4     5     6     7     8     9
  205.00  0.68764E+10  0.071  62.0   0.0   0.0  10.0  28.0   0.0
  210.00  0.85172E+10  0.088  64.0   0.0   0.0   9.0  26.0   0.0
  215.00  0.10997E+11  0.114  67.0   0.0   0.0   9.0  25.0   0.0
  220.00  0.14423E+11  0.149  69.0   0.0   0.0   8.0  23.0   0.0
  225.00  0.18537E+11  0.192  71.0   0.0   0.0   7.0  21.0   0.0
  230.00  0.23354E+11  0.242  74.0   0.0   0.0   7.0  19.0   0.0
  235.00  0.28856E+11  0.298  76.0   0.0   0.0   6.0  18.0   0.0
  240.00  0.34981E+11  0.362  78.0   0.0   0.0   6.0  16.0   0.0
  245.00  0.41624E+11  0.430  80.0   0.0   0.0   5.0  14.0   0.0
  250.00  0.48635E+11  0.503  83.0   0.0   0.0   5.0  12.0   0.0
  255.00  0.55831E+11  0.577  84.0   0.0   0.0   4.0  11.0   0.0
  260.00  0.62998E+11  0.652  86.0   0.0   0.0   4.0  10.0   0.0
  265.00  0.69911E+11  0.723  88.0   0.0   0.0   3.0   8.0   0.0
  270.00  0.76345E+11  0.790  90.0   0.0   0.0   3.0   7.0   0.0
  275.00  0.82096E+11  0.849  91.0   0.0   0.0   3.0   6.0   0.0
  280.00  0.86992E+11  0.900  93.0   0.0   0.0   2.0   5.0   0.0
  285.00  0.90913E+11  0.940  94.0   0.0   0.0   2.0   4.0   0.0
  290.00  0.93796E+11  0.970  95.0   0.0   0.0   1.0   3.0   0.0
  295.00  0.95645E+11  0.989  96.0   0.0   0.0   1.0   3.0   0.0
  300.00  0.96541E+11  0.998  98.0   0.0   0.0   0.0   2.0   0.0
  305.00  0.96676E+11  1.000  98.3   0.1   0.2   0.0   0.0   0.0
  310.00  0.96408E+11  0.997  98.3   0.1   0.2   0.0   0.0   0.0
  315.00  0.95828E+11  0.991  98.2   0.2   0.2   0.0   0.0   0.0
  320.00  0.94961E+11  0.982  98.1   0.2   0.2   0.0   0.0   0.0
  325.00  0.93836E+11  0.970  98.1   0.2   0.2   0.0   0.0   0.0
  330.00  0.92481E+11  0.956  98.0   0.2   0.2   0.0   0.0   0.0
  335.00  0.90925E+11  0.940  97.9   0.2   0.3   0.0   0.0   0.0
  340.00  0.89196E+11  0.922  97.8   0.2   0.3   0.0   0.0   0.0
  345.00  0.87322E+11  0.903  97.8   0.3   0.3   0.0   0.0   0.0
  350.00  0.85327E+11  0.882  97.7   0.3   0.3   0.0   0.0   0.0
  355.00  0.83237E+11  0.861  97.6   0.3   0.3   0.0   0.0   0.0
  360.00  0.81072E+11  0.838  97.5   0.3   0.3   0.0   0.0   0.0
  365.00  0.78853E+11  0.816  97.4   0.4   0.4   0.0   0.0   0.0
  370.00  0.76599E+11  0.792  97.3   0.4   0.4   0.0   0.0   0.0
  375.00  0.74326E+11  0.769  97.2   0.4   0.4   0.0   0.0   0.0
  380.00  0.72048E+11  0.745  97.1   0.5   0.4   0.0   0.0   0.0
  385.00  0.69778E+11  0.722  96.9   0.5   0.4   0.0   0.0   0.0
  390.00  0.67527E+11  0.698  96.8   0.6   0.5   0.0   0.0   0.0
  395.00  0.65303E+11  0.675  96.7   0.6   0.5   0.0   0.0   0.0
  400.00  0.63115E+11  0.653  96.5   0.7   0.5   0.0   0.0   0.0
  405.00  0.60969E+11  0.631  96.4   0.7   0.6   0.0   0.0   0.0
  410.00  0.58871E+11  0.609  96.2   0.8   0.6   0.0   0.0   0.0
  415.00  0.56824E+11  0.588  96.1   0.9   0.6   0.0   0.0   0.0
  420.00  0.54832E+11  0.567  95.9   0.9   0.7   0.0   0.0   0.0
  425.00  0.52897E+11  0.547  95.7   1.0   0.7   0.0   0.0   0.0
  430.00  0.51021E+11  0.528  95.5   1.1   0.8   0.0   0.0   0.0
  435.00  0.49204E+11  0.509  95.3   1.2   0.8   0.0   0.0   0.0
  440.00  0.47449E+11  0.491  95.1   1.3   0.8   0.0   0.0   0.0
  445.00  0.45754E+11  0.473  94.8   1.4   0.9   0.0   0.0   0.0
  450.00  0.44118E+11  0.456  94.6   1.6   0.9   0.0   0.0   0.0
  455.00  0.42543E+11  0.440  94.3   1.7   1.0   0.0   0.0   0.0
  460.00  0.41026E+11  0.424  94.1   1.8   1.1   0.0   0.0   0.0
  465.00  0.39566E+11  0.409  93.8   2.0   1.1   0.0   0.0   0.0
  470.00  0.38163E+11  0.395  93.4   2.2   1.2   0.0   0.0   0.0
  475.00  0.36814E+11  0.381  93.1   2.3   1.2   0.0   0.0   0.0
  480.00  0.35518E+11  0.367  92.8   2.5   1.3   0.0   0.0   0.0
  485.00  0.34274E+11  0.354  92.4   2.8   1.4   0.0   0.0   0.0
  490.00  0.33080E+11  0.342  92.0   3.0   1.5   0.0   0.0   0.0
  495.00  0.31933E+11  0.330  91.6   3.3   1.6   0.0   0.0   0.0
  500.00  0.30834E+11  0.319  91.1   3.5   1.6   0.0   0.0   0.0
  505.00  0.29778E+11  0.308  90.7   3.8   1.7   0.0   0.0   0.0
  510.00  0.28766E+11  0.298  90.2   4.1   1.8   0.0   0.0   0.0
  515.00  0.27795E+11  0.287  89.6   4.5   1.9   0.0   0.0   0.0
  520.00  0.26864E+11  0.278  89.1   4.9   2.0   0.0   0.0   0.0
  525.00  0.25971E+11  0.269  88.5   5.2   2.1   0.0   0.0   0.0
  530.00  0.25114E+11  0.260  87.9   5.7   2.3   0.0   0.0   0.0
  535.00  0.24292E+11  0.251  87.2   6.1   2.4   0.0   0.0   0.0
  540.00  0.23503E+11  0.243  86.5   6.6   2.5   0.0   0.0   0.0
  545.00  0.22747E+11  0.235  85.8   7.2   2.6   0.0   0.0   0.0
  550.00  0.22021E+11  0.228  85.0   7.7   2.8   0.0   0.0   0.0
  555.00  0.21325E+11  0.221  84.2   8.3   2.9   0.0   0.0   0.0
  560.00  0.20656E+11  0.214  83.3   9.0   3.1   0.0   0.0   0.0
  565.00  0.20014E+11  0.207  82.4   9.7   3.2   0.0   0.0   0.0
  570.00  0.19398E+11  0.201  81.4  10.4   3.4   0.0   0.0   0.0
  575.00  0.18806E+11  0.194  80.4  11.2   3.5   0.0   0.0   0.0

------------------------------------------------------------------------
